nhid,dist,sch_cd,School_Name,Lowest_Grade,Highest_Grade,COUNTY,geometry
1,dist1,4730,KIPP DENVER COLLEGIATE HIGH SCHOOL,9th Grade,12th Grade,DENVER,010100000084CC9541B5405AC020FD135CACDA4340
1,dist2,3000,FLORENCE CRITTENTON HIGH SCHOOL,9th Grade,12th Grade,DENVER,0101000000649126DE01415AC0A0E447FC8ADB4340
1,dist3,9639,STRIVE PREP - SMART ACADEMY,9th Grade,12th Grade,DENVER,0101000000CCD38041D2415AC0B82B2D23F5D84340
10,dist1,2726,EMILY GRIFFITH HIGH SCHOOL,9th Grade,12th Grade,DENVER,0101000000E475C4211B3F5AC0A89BFD8172DF4340
10,dist2,1489,COMPASSION ROAD ACADEMY,9th Grade,12th Grade,DENVER,0101000000746C04E2753F5AC0B86E2EFEB6DD4340
10,dist3,9348,WEST CAREER ACADEMY,9th Grade,12th Grade,DENVER,010100000014B70A62A03F5AC088CC9541B5DD4340
100,dist1,9431,WESTGATE CHARTER,Kindergarten,12th Grade,ADAMS,01010000009C20EA3E003E5AC05070784144F44340
100,dist2,1752,COLORADO VIRTUAL ACADEMY (COVA),9th Grade,12th Grade,ADAMS,0101000000B0B3E89D0A3F5AC018CCD1E3F7F44340
100,dist3,6956,PATHWAYS FUTURE CENTER,Kindergarten,12th Grade,ADAMS,0101000000B0B321FFCC3E5AC09877D503E6F54340
101,dist1,263,GLOBAL LEADERSHIP ACADEMY,9th Grade,12th Grade,ADAMS,010100000048EC1340313F5AC08018213CDAEA4340
101,dist2,309,ACADEMY HIGH SCHOOL,9th Grade,12th Grade,ADAMS,01010000000448FB1F603D5AC06031957EC2ED4340
101,dist3,212,MAPLETON EARLY COLLEGE HIGH SCHOOL,9th Grade,12th Grade,ADAMS,01010000000448FB1F603D5AC0489259BDC3ED4340
102,dist1,3931,HIDDEN LAKE HIGH SCHOOL,9th Grade,12th Grade,ADAMS,0101000000E00CFE7E31425AC0489561DC0DEA4340
102,dist2,9466,WESTMINSTER HIGH SCHOOL,9th Grade,12th Grade,ADAMS,0101000000DC300A82C7425AC048A3AD4A22E94340
102,dist3,2837,EARLY COLLEGE OF ARVADA,6th Grade,12th Grade,ADAMS,01010000005CACA8C134435AC02078279F1EE74340
103,dist1,6914,THE PINNACLE CHARTER SCHOOL HIGH,9th Grade,12th Grade,ADAMS,0101000000702AE09EE73F5AC0400A9E42AEEC4340
103,dist2,4699,NEW AMERICA SCHOOL - THORNTON,9th Grade,12th Grade,ADAMS,010100000040F59D5F943E5AC028F3C81F0CEE4340
103,dist3,263,GLOBAL LEADERSHIP ACADEMY,9th Grade,12th Grade,ADAMS,010100000048EC1340313F5AC08018213CDAEA4340
105,dist1,1176,BYERS JUNIOR-SENIOR HIGH SCHOOL,7th Grade,12th Grade,ARAPAHOE,0101000000D8C743DFDD0D5AC0B8E9CF7EA4DA4340
105,dist2,3362,VALIANT ACADEMY,Kindergarten,12th Grade,ARAPAHOE,0101000000D8C743DFDD0D5AC0B8E9CF7EA4DA4340
105,dist3,7133,PRAIRIE CREEKS CHARTER SCHOOL,9th Grade,12th Grade,ADAMS,0101000000A074E95F92145AC030938C9C85DF4340
106,dist1,1550,COLORADO PREP ACADEMY,Kindergarten,12th Grade,ADAMS,0101000000781211FE45435AC0A8531EDD08ED4340
106,dist2,6971,PIKES PEAK ONLINE SCHOOL,9th Grade,12th Grade,ADAMS,0101000000781211FE45435AC0A8531EDD08ED4340
106,dist3,6402,NORTHGLENN HIGH SCHOOL,9th Grade,12th Grade,ADAMS,010100000030A79201A03F5AC0D8AF3BDD79F04340
107,dist1,1550,COLORADO PREP ACADEMY,Kindergarten,12th Grade,ADAMS,0101000000781211FE45435AC0A8531EDD08ED4340
107,dist2,6971,PIKES PEAK ONLINE SCHOOL,9th Grade,12th Grade,ADAMS,0101000000781211FE45435AC0A8531EDD08ED4340
107,dist3,3931,HIDDEN LAKE HIGH SCHOOL,9th Grade,12th Grade,ADAMS,0101000000E00CFE7E31425AC0489561DC0DEA4340
108,dist1,2399,EAGLE RIDGE ACADEMY,9th Grade,12th Grade,ADAMS,010100000068D3D85E0B325AC0C897C28366FD4340
108,dist2,1560,BOLT ACADEMY,9th Grade,12th Grade,ADAMS,0101000000ACBCAB1E30335AC0D0C72764E7FD4340
108,dist3,1021,BRIGHTON HERITAGE ACADEMY,6th Grade,12th Grade,ADAMS,0101000000984A3FE1EC335AC02862D8614CFE4340
109,dist1,2399,EAGLE RIDGE ACADEMY,9th Grade,12th Grade,ADAMS,010100000068D3D85E0B325AC0C897C28366FD4340
109,dist2,1560,BOLT ACADEMY,9th Grade,12th Grade,ADAMS,0101000000ACBCAB1E30335AC0D0C72764E7FD4340
109,dist3,1021,BRIGHTON HERITAGE ACADEMY,6th Grade,12th Grade,ADAMS,0101000000984A3FE1EC335AC02862D8614CFE4340
11,dist1,6509,DENVER ONLINE HIGH SCHOOL,9th Grade,12th Grade,DENVER,01010000000C691B7FA2405AC0F87B629D2AE34340
11,dist2,67,ACADEMY OF URBAN LEARNING,9th Grade,12th Grade,DENVER,01010000006406F1811D415AC09066D7BD15E14340
11,dist3,6314,NORTH HIGH SCHOOL,9th Grade,12th Grade,DENVER,0101000000FCC9181F66415AC0D0E95DBC1FE14340
110,dist1,1021,BRIGHTON HERITAGE ACADEMY,6th Grade,12th Grade,ADAMS,0101000000984A3FE1EC335AC02862D8614CFE4340
110,dist2,1022,BRIGHTON HIGH SCHOOL,9th Grade,12th Grade,ADAMS,01010000003CEF8D2100345AC0A85C5320B3FD4340
110,dist3,1560,BOLT ACADEMY,9th Grade,12th Grade,ADAMS,0101000000ACBCAB1E30335AC0D0C72764E7FD4340
111,dist1,5043,LEGACY HIGH SCHOOL,9th Grade,12th Grade,BROOMFIELD,0101000000ACE9414129415AC0A04DB9C2BBF84340
111,dist2,6060,MOUNTAIN RANGE HIGH SCHOOL,9th Grade,12th Grade,ADAMS,01010000001072DEFFC73F5AC088382BA226F64340
111,dist3,6956,PATHWAYS FUTURE CENTER,Kindergarten,12th Grade,ADAMS,0101000000B0B321FFCC3E5AC09877D503E6F54340
112,dist1,6060,MOUNTAIN RANGE HIGH SCHOOL,9th Grade,12th Grade,ADAMS,01010000001072DEFFC73F5AC088382BA226F64340
112,dist2,1752,COLORADO VIRTUAL ACADEMY (COVA),9th Grade,12th Grade,ADAMS,0101000000B0B3E89D0A3F5AC018CCD1E3F7F44340
112,dist3,15,ACADEMY OF CHARTER SCHOOLS,Preschool,12th Grade,ADAMS,0101000000E05AED612F425AC0F06C567DAEF44340
113,dist1,210,VANTAGE POINT,6th Grade,12th Grade,ADAMS,01010000007451F4C0C73F5AC0E894641D8EF24340
113,dist2,6402,NORTHGLENN HIGH SCHOOL,9th Grade,12th Grade,ADAMS,010100000030A79201A03F5AC0D8AF3BDD79F04340
113,dist3,6845,P-TECH EARLY COLLEGE AT NORTHGLENN HIGH SCHOOL,9th Grade,12th Grade,ADAMS,010100000030A79201A03F5AC0D8AF3BDD79F04340
115,dist1,2140,DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,6th Grade,12th Grade,ARAPAHOE,0101000000BC310400C7025AC0F0BDF8A23DCE4340
115,dist2,1176,BYERS JUNIOR-SENIOR HIGH SCHOOL,7th Grade,12th Grade,ARAPAHOE,0101000000D8C743DFDD0D5AC0B8E9CF7EA4DA4340
115,dist3,3362,VALIANT ACADEMY,Kindergarten,12th Grade,ARAPAHOE,0101000000D8C743DFDD0D5AC0B8E9CF7EA4DA4340
116,dist1,7842,SHERIDAN HIGH SCHOOL,9th Grade,12th Grade,ARAPAHOE,010100000084A5811FD5415AC0C08F15FC36D24340
116,dist2,8123,SOAR ACADEMY,6th Grade,12th Grade,ARAPAHOE,010100000084A5811FD5415AC0C08F15FC36D24340
116,dist3,5224,LITTLETON HIGH SCHOOL,9th Grade,12th Grade,ARAPAHOE,0101000000703FE081013F5AC0A0E1067C7ECE4340
12,dist1,2188,DENVER CENTER FOR 21ST LEARNING AT WYMAN,6th Grade,12th Grade,DENVER,010100000070E5EC9DD13D5AC03808E57D1CDF4340
12,dist2,2398,EAST HIGH SCHOOL,9th Grade,12th Grade,DENVER,0101000000F4EDEBC0393D5AC0780CC85EEFDE4340
12,dist3,4494,JUSTICE HIGH SCHOOL DENVER,9th Grade,12th Grade,DENVER,0101000000543A58FFE73E5AC0186058FE7CDD4340
122,dist1,2653,ENDEAVOR ACADEMY,9th Grade,12th Grade,ARAPAHOE,0101000000A89883A0A3345AC0D8E2FE23D3CB4340
122,dist2,1796,COLORADO CONNECTIONS ACADEMY,Kindergarten,12th Grade,ARAPAHOE,0101000000743FA7203F375AC07064027E8DC84340
122,dist3,3995,HOPE ONLINE LEARNING ACADEMY HIGH SCHOOL,9th Grade,12th Grade,DOUGLAS,01010000009438F24064375AC0F04BE141B3C74340
125,dist1,1570,CHERRY CREEK HIGH SCHOOL,9th Grade,12th Grade,ARAPAHOE,01010000009C71E14048385AC068E28FA2CED04340
125,dist2,7484,MOUNTAIN VIEW VIRTUAL,9th Grade,12th Grade,ARAPAHOE,0101000000C040D7BE80395AC040957EC2D9CF4340
125,dist3,7449,ROCKY MOUNTAIN DIGITAL ACADEMY,8th Grade,12th Grade,ARAPAHOE,0101000000C040D7BE80395AC040957EC2D9CF4340
126,dist1,6367,OPTIONS SCHOOL,Kindergarten,12th Grade,ARAPAHOE,010100000084A8C29FE1325AC0F8FFAA2347D04340
126,dist2,8020,SMOKY HILL HIGH SCHOOL,9th Grade,12th Grade,ARAPAHOE,010100000044CBBA7F2C335AC008008E3D7BD04340
126,dist3,3589,GRANDVIEW HIGH SCHOOL,9th Grade,12th Grade,ARAPAHOE,0101000000F49CF4BEF12F5AC00857B26323CC4340
127,dist1,3589,GRANDVIEW HIGH SCHOOL,9th Grade,12th Grade,ARAPAHOE,0101000000F49CF4BEF12F5AC00857B26323CC4340
127,dist2,2653,ENDEAVOR ACADEMY,9th Grade,12th Grade,ARAPAHOE,0101000000A89883A0A3345AC0D8E2FE23D3CB4340
127,dist3,2357,EAGLECREST HIGH SCHOOL,9th Grade,12th Grade,ARAPAHOE,010100000028F04E3E3D2F5AC02893C5FD47D04340
128,dist1,6365,SKYVIEW ACADEMY,Preschool,12th Grade,DOUGLAS,01010000001CE7FD7F9C3A5AC0E0783E03EAC74340
128,dist2,298,ARAPAHOE HIGH SCHOOL,9th Grade,12th Grade,ARAPAHOE,0101000000E83C635FB23D5AC038A48AE255CA4340
128,dist3,2338,EAGLE ACADEMY,9th Grade,12th Grade,DOUGLAS,0101000000C03D963E743B5AC0D8E506431DC64340
129,dist1,40,RIDGE VIEW ACADEMY CHARTER SCHOOL,9th Grade,12th Grade,ARAPAHOE,01010000003056D4601A2A5AC058AC1A84B9D14340
129,dist2,1551,CHEROKEE TRAIL HIGH SCHOOL,9th Grade,12th Grade,ARAPAHOE,01010000009C3BC1FEEB2B5AC03841464085CB4340
129,dist3,2357,EAGLECREST HIGH SCHOOL,9th Grade,12th Grade,ARAPAHOE,010100000028F04E3E3D2F5AC02893C5FD47D04340
13,dist1,2398,EAST HIGH SCHOOL,9th Grade,12th Grade,DENVER,0101000000F4EDEBC0393D5AC0780CC85EEFDE4340
13,dist2,2188,DENVER CENTER FOR 21ST LEARNING AT WYMAN,6th Grade,12th Grade,DENVER,010100000070E5EC9DD13D5AC03808E57D1CDF4340
13,dist3,4494,JUSTICE HIGH SCHOOL DENVER,9th Grade,12th Grade,DENVER,0101000000543A58FFE73E5AC0186058FE7CDD4340
130,dist1,1550,COLORADO PREP ACADEMY,Kindergarten,12th Grade,ADAMS,0101000000781211FE45435AC0A8531EDD08ED4340
130,dist2,6971,PIKES PEAK ONLINE SCHOOL,9th Grade,12th Grade,ADAMS,0101000000781211FE45435AC0A8531EDD08ED4340
130,dist3,7114,POMONA HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,010100000068EEE87FB9455AC000B804E09FEC4340
131,dist1,2799,EXCEL ACADEMY CHARTER SCHOOL,Kindergarten,12th Grade,JEFFERSON,0101000000A4923A014D485AC028AED51EF6EC4340
131,dist2,7239,RALSTON VALLEY SENIOR HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,01010000007845F0BF95495AC070AF777FBCEB4340
131,dist3,7114,POMONA HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,010100000068EEE87FB9455AC000B804E09FEC4340
132,dist1,2799,EXCEL ACADEMY CHARTER SCHOOL,Kindergarten,12th Grade,JEFFERSON,0101000000A4923A014D485AC028AED51EF6EC4340
132,dist2,7114,POMONA HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,010100000068EEE87FB9455AC000B804E09FEC4340
132,dist3,7239,RALSTON VALLEY SENIOR HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,01010000007845F0BF95495AC070AF777FBCEB4340
133,dist1,378,ARVADA WEST HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,0101000000B404190115485AC050E3DEFC86E74340
133,dist2,7239,RALSTON VALLEY SENIOR HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,01010000007845F0BF95495AC070AF777FBCEB4340
133,dist3,370,ARVADA HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,010100000048A59F7076455AC0E8724A404CE84340
134,dist1,370,ARVADA HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,010100000048A59F7076455AC0E8724A404CE84340
134,dist2,378,ARVADA WEST HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,0101000000B404190115485AC050E3DEFC86E74340
134,dist3,8793,TWO ROADS CHARTER SCHOOL,Preschool,12th Grade,JEFFERSON,0101000000108733BF9A445AC02844C02154E94340
135,dist1,378,ARVADA WEST HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,0101000000B404190115485AC050E3DEFC86E74340
135,dist2,370,ARVADA HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,010100000048A59F7076455AC0E8724A404CE84340
135,dist3,7239,RALSTON VALLEY SENIOR HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,01010000007845F0BF95495AC070AF777FBCEB4340
136,dist1,378,ARVADA WEST HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,0101000000B404190115485AC050E3DEFC86E74340
136,dist2,370,ARVADA HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,010100000048A59F7076455AC0E8724A404CE84340
136,dist3,9510,WHEAT RIDGE HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,0101000000A86BED7DAA465AC060C16F438CE14340
137,dist1,7239,RALSTON VALLEY SENIOR HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,01010000007845F0BF95495AC070AF777FBCEB4340
137,dist2,2799,EXCEL ACADEMY CHARTER SCHOOL,Kindergarten,12th Grade,JEFFERSON,0101000000A4923A014D485AC028AED51EF6EC4340
137,dist3,378,ARVADA WEST HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,0101000000B404190115485AC050E3DEFC86E74340
138,dist1,7239,RALSTON VALLEY SENIOR HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,01010000007845F0BF95495AC070AF777FBCEB4340
138,dist2,2799,EXCEL ACADEMY CHARTER SCHOOL,Kindergarten,12th Grade,JEFFERSON,0101000000A4923A014D485AC028AED51EF6EC4340
138,dist3,8209,STANDLEY LAKE HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,0101000000C852EBFD46465AC03035423F53F14340
139,dist1,378,ARVADA WEST HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,0101000000B404190115485AC050E3DEFC86E74340
139,dist2,7239,RALSTON VALLEY SENIOR HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,01010000007845F0BF95495AC070AF777FBCEB4340
139,dist3,1880,COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,Preschool,12th Grade,JEFFERSON,010100000088D51F61184C5AC068A9674128E34340
14,dist1,2398,EAST HIGH SCHOOL,9th Grade,12th Grade,DENVER,0101000000F4EDEBC0393D5AC0780CC85EEFDE4340
14,dist2,7163,P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM),6th Grade,12th Grade,DENVER,010100000094111780463D5AC07051F4C0C7E04340
14,dist3,2188,DENVER CENTER FOR 21ST LEARNING AT WYMAN,6th Grade,12th Grade,DENVER,010100000070E5EC9DD13D5AC03808E57D1CDF4340
140,dist1,7239,RALSTON VALLEY SENIOR HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,01010000007845F0BF95495AC070AF777FBCEB4340
140,dist2,2799,EXCEL ACADEMY CHARTER SCHOOL,Kindergarten,12th Grade,JEFFERSON,0101000000A4923A014D485AC028AED51EF6EC4340
140,dist3,378,ARVADA WEST HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,0101000000B404190115485AC050E3DEFC86E74340
141,dist1,7114,POMONA HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,010100000068EEE87FB9455AC000B804E09FEC4340
141,dist2,1550,COLORADO PREP ACADEMY,Kindergarten,12th Grade,ADAMS,0101000000781211FE45435AC0A8531EDD08ED4340
141,dist3,6971,PIKES PEAK ONLINE SCHOOL,9th Grade,12th Grade,ADAMS,0101000000781211FE45435AC0A8531EDD08ED4340
143,dist1,8793,TWO ROADS CHARTER SCHOOL,Preschool,12th Grade,JEFFERSON,0101000000108733BF9A445AC02844C02154E94340
143,dist2,370,ARVADA HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,010100000048A59F7076455AC0E8724A404CE84340
143,dist3,9466,WESTMINSTER HIGH SCHOOL,9th Grade,12th Grade,ADAMS,0101000000DC300A82C7425AC048A3AD4A22E94340
144,dist1,370,ARVADA HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,010100000048A59F7076455AC0E8724A404CE84340
144,dist2,8793,TWO ROADS CHARTER SCHOOL,Preschool,12th Grade,JEFFERSON,0101000000108733BF9A445AC02844C02154E94340
144,dist3,2837,EARLY COLLEGE OF ARVADA,6th Grade,12th Grade,ADAMS,01010000005CACA8C134435AC02078279F1EE74340
145,dist1,2837,EARLY COLLEGE OF ARVADA,6th Grade,12th Grade,ADAMS,01010000005CACA8C134435AC02078279F1EE74340
145,dist2,370,ARVADA HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,010100000048A59F7076455AC0E8724A404CE84340
145,dist3,8793,TWO ROADS CHARTER SCHOOL,Preschool,12th Grade,JEFFERSON,0101000000108733BF9A445AC02844C02154E94340
146,dist1,370,ARVADA HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,010100000048A59F7076455AC0E8724A404CE84340
146,dist2,8793,TWO ROADS CHARTER SCHOOL,Preschool,12th Grade,JEFFERSON,0101000000108733BF9A445AC02844C02154E94340
146,dist3,378,ARVADA WEST HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,0101000000B404190115485AC050E3DEFC86E74340
147,dist1,7114,POMONA HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,010100000068EEE87FB9455AC000B804E09FEC4340
147,dist2,8793,TWO ROADS CHARTER SCHOOL,Preschool,12th Grade,JEFFERSON,0101000000108733BF9A445AC02844C02154E94340
147,dist3,370,ARVADA HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,010100000048A59F7076455AC0E8724A404CE84340
148,dist1,7114,POMONA HIGH SCHOOL,9th Grade,12th Grade,JEFFERSON,010100000068EEE87FB9455AC000B804E09FEC4340
148,dist2,1550,COLORADO PREP ACADEMY,Kindergarten,12th Grade,ADAMS,0101000000781211FE45435AC0A8531EDD08ED4340
148,dist3,6971,PIKES PEAK ONLINE SCHOOL,9th Grade,12th Grade,ADAMS,0101000000781211FE45435AC0A8531EDD08ED4340
15,dist1,2188,DENVER CENTER FOR 21ST LEARNING AT WYMAN,6th Grade,12th Grade,DENVER,010100000070E5EC9DD13D5AC03808E57D1CDF4340
15,dist2,2398,EAST HIGH SCHOOL,9th Grade,12th Grade,DENVER,0101000000F4EDEBC0393D5AC0780CC85EEFDE4340
15,dist3,5448,MANUAL HIGH SCHOOL,9th Grade,12th Grade,DENVER,0101000000C84FE3DEFC3D5AC06019FF3EE3E04340
150,dist1,8020,SMOKY HILL HIGH SCHOOL,9th Grade,12th Grade,ARAPAHOE,010100000044CBBA7F2C335AC008008E3D7BD04340
150,dist2,6367,OPTIONS SCHOOL,Kindergarten,12th Grade,ARAPAHOE,010100000084A8C29FE1325AC0F8FFAA2347D04340
150,dist3,7250,RANGEVIEW HIGH SCHOOL,9th Grade,12th Grade,ARAPAHOE,0101000000B4FE9600FC315AC028417FA147D64340
151,dist1,7250,RANGEVIEW HIGH SCHOOL,9th Grade,12th Grade,ARAPAHOE,0101000000B4FE9600FC315AC028417FA147D64340
151,dist2,2357,EAGLECREST HIGH SCHOOL,9th Grade,12th Grade,ARAPAHOE,010100000028F04E3E3D2F5AC02893C5FD47D04340
151,dist3,9189,VANGUARD CLASSICAL SCHOOL - EAST,Kindergarten,12th Grade,ARAPAHOE,0101000000A0923A014D325AC048F20703CFD94340
152,dist1,3354,GATEWAY HIGH SCHOOL,9th Grade,12th Grade,ARAPAHOE,01010000005C8B16A06D345AC0004CFDBCA9D84340
152,dist2,5298,LOTUS SCHOOL FOR EXCELLENCE,Kindergarten,12th Grade,ARAPAHOE,0101000000C4737D1F0E375AC030323A2009DB4340
152,dist3,4024,HINKLEY HIGH SCHOOL,9th Grade,12th Grade,ARAPAHOE,0101000000A89509BFD4335AC078A983BC1EDE4340
153,dist1,6625,OVERLAND HIGH SCHOOL,9th Grade,12th Grade,ARAPAHOE,01010000009C8CF161F6355AC01863D2DF4BD74340
153,dist2,3354,GATEWAY HIGH SCHOOL,9th Grade,12th Grade,ARAPAHOE,01010000005C8B16A06D345AC0004CFDBCA9D84340
153,dist3,5298,LOTUS SCHOOL FOR EXCELLENCE,Kindergarten,12th Grade,ARAPAHOE,0101000000C4737D1F0E375AC030323A2009DB4340
154,dist1,7250,RANGEVIEW HIGH SCHOOL,9th Grade,12th Grade,ARAPAHOE,0101000000B4FE9600FC315AC028417FA147D64340
154,dist2,8020,SMOKY HILL HIGH SCHOOL,9th Grade,12th Grade,ARAPAHOE,010100000044CBBA7F2C335AC008008E3D7BD04340
154,dist3,6367,OPTIONS SCHOOL,Kindergarten,12th Grade,ARAPAHOE,010100000084A8C29FE1325AC0F8FFAA2347D04340
155,dist1,1551,CHEROKEE TRAIL HIGH SCHOOL,9th Grade,12th Grade,ARAPAHOE,01010000009C3BC1FEEB2B5AC03841464085CB4340
155,dist2,3589,GRANDVIEW HIGH SCHOOL,9th Grade,12th Grade,ARAPAHOE,0101000000F49CF4BEF12F5AC00857B26323CC4340
155,dist3,2357,EAGLECREST HIGH SCHOOL,9th Grade,12th Grade,ARAPAHOE,010100000028F04E3E3D2F5AC02893C5FD47D04340
156,dist1,6367,OPTIONS SCHOOL,Kindergarten,12th Grade,ARAPAHOE,010100000084A8C29FE1325AC0F8FFAA2347D04340
156,dist2,8020,SMOKY HILL HIGH SCHOOL,9th Grade,12th Grade,ARAPAHOE,010100000044CBBA7F2C335AC008008E3D7BD04340
156,dist3,2357,EAGLECREST HIGH SCHOOL,9th Grade,12th Grade,ARAPAHOE,010100000028F04E3E3D2F5AC02893C5FD47D04340
157,dist1,924,BOULDER HIGH SCHOOL,9th Grade,12th Grade,BOULDER,0101000000481FF30181515AC0C867791EDC014440
